method,k,traffic,ir,seed,avg_lat,net_lat,flit_lat,accepted_pkt_rate,accepted_flit_rate,status
OddEven,8,hotspot,0.01,42,695.541,534.296,440.804,0.000766,0.015531,ok
OddEven,8,hotspot,0.01,1337,658.546,549.443,454.387,0.000758,0.015508,ok
OddEven,8,hotspot,0.01,17,727.163,540.888,442.954,0.000766,0.015469,ok
OddEven,8,hotspot,0.01,314,772.214,566.867,457.718,0.000766,0.015461,ok
OddEven,8,hotspot,0.01,2024,693.134,550.526,450.947,0.000758,0.015445,ok
OddEven,8,hotspot,0.02,42,838.948,553.876,468.18,0.000758,0.015531,ok
OddEven,8,hotspot,0.02,1337,855.66,566.711,466.324,0.000758,0.015578,ok
OddEven,8,hotspot,0.02,2024,863.216,532.948,450.053,0.000758,0.015516,ok
OddEven,8,hotspot,0.02,314,831.206,529.701,433.219,0.000758,0.01543,ok
OddEven,8,hotspot,0.04,42,914.979,608.333,497.17,0.00075,0.015531,ok
OddEven,8,uniform,0.08,17,774.426,149.17,100.093,0.015133,0.306398,ok
OddEven,8,hotspot,0.02,17,821.773,567.01,449.888,0.000758,0.015445,ok
OddEven,8,hotspot,0.04,1337,926.979,579.66,484.042,0.000758,0.01557,ok
OddEven,8,hotspot,0.04,314,929.367,568.071,468.826,0.000766,0.015555,ok
OddEven,8,hotspot,0.04,2024,926.144,654.773,538.592,0.000758,0.015516,ok
OddEven,8,hotspot,0.04,17,938.378,560.582,463.462,0.000766,0.015445,ok
OddEven,8,hotspot,0.08,42,969.745,635.561,533.838,0.000766,0.015531,ok
OddEven,8,hotspot,0.08,17,961.392,584.897,487.975,0.000758,0.015578,ok
OddEven,8,hotspot,0.08,314,983.235,625.827,535.577,0.000766,0.015523,ok
OddEven,8,hotspot,0.08,1337,967.316,586.095,486.083,0.000742,0.01525,ok
OddEven,8,hotspot,0.08,2024,976.546,594.948,505.984,0.000758,0.015531,ok
OddEven,8,transpose,0.01,1337,188.89,143.364,96.8359,0.006547,0.13275,ok
OddEven,8,transpose,0.01,2024,197.586,141.133,95.7075,0.006656,0.135031,ok
OddEven,8,transpose,0.01,42,196.987,136.277,91.795,0.006859,0.139313,ok
OddEven,8,transpose,0.005,1337,180.159,135.593,94.4709,0.004484,0.090324,ok
OddEven,8,transpose,0.005,2024,168.225,134.681,91.3859,0.004492,0.090242,ok
OddEven,8,transpose,0.01,17,194.41,141.252,95.5162,0.006531,0.132109,ok
OddEven,8,transpose,0.01,314,221.13,151.547,102.274,0.006555,0.132555,ok
OddEven,8,transpose,0.005,17,175.41,140.319,97.0506,0.004402,0.088481,ok
OddEven,8,transpose,0.005,314,157.707,128.981,88.0596,0.004594,0.092379,ok
OddEven,8,transpose,0.02,42,280.714,137.181,92.326,0.009266,0.187875,ok
OddEven,8,transpose,0.005,42,187.054,124.124,94.9742,0.004594,0.092383,ok
OddEven,8,transpose,0.02,1337,277.299,141.11,93.1903,0.009078,0.183703,ok
OddEven,8,transpose,0.02,2024,286.005,138.116,91.8511,0.009164,0.185039,ok
OddEven,8,transpose,0.02,314,301.777,141.037,95.0994,0.008898,0.180641,ok
OddEven,8,transpose,0.02,17,283.517,138.785,92.5873,0.009023,0.182883,ok
OddEven,8,transpose,0.04,1337,362.729,116.951,76.1287,0.012547,0.253594,ok
OddEven,8,transpose,0.04,42,366.942,115.69,76.5348,0.012531,0.254133,ok
OddEven,8,transpose,0.04,314,368.035,117.148,77.5564,0.01243,0.251398,ok
OddEven,8,transpose,0.04,2024,390.222,119.442,78.3183,0.012227,0.247602,ok
OddEven,8,transpose,0.04,17,368.552,119.539,79.3085,0.012586,0.254352,ok
OddEven,8,transpose,0.08,42,598.884,107.958,70.713,0.014031,0.28393,ok
OddEven,8,transpose,0.08,1337,579.17,105.63,68.2618,0.014172,0.286148,ok
OddEven,8,transpose,0.08,2024,581.099,107.538,69.4735,0.01418,0.28682,ok
OddEven,8,transpose,0.08,17,586.624,108.318,70.3591,0.014219,0.287062,ok
OddEven,8,transpose,0.08,314,590.321,108.835,70.0329,0.014203,0.286523,ok
OddEven,16,uniform,0.005,2024,100.053,98.1503,64.6264,0.004785,0.096302,ok
OddEven,16,uniform,0.005,1337,106.799,103.981,70.0686,0.004845,0.097409,ok
OddEven,16,uniform,0.005,42,107.531,103.817,70.5692,0.004847,0.097425,ok
OddEven,16,uniform,0.005,17,104.212,101.656,68.1854,0.00483,0.097163,ok
OddEven,16,uniform,0.005,314,107.343,103.943,70.5543,0.004861,0.097687,ok
OddEven,16,uniform,0.01,17,222.82,180.567,132.127,0.006689,0.135709,ok
OddEven,16,uniform,0.01,1337,339.974,217.067,164.109,0.006964,0.140134,ok
OddEven,16,uniform,0.01,2024,351.151,223.439,169.935,0.007067,0.142138,ok
OddEven,16,uniform,0.02,42,439.774,216.645,163.445,0.006838,0.138363,ok
OddEven,16,uniform,0.01,42,351.15,221.555,166.948,0.007045,0.141872,ok
OddEven,16,uniform,0.02,1337,443.221,220.196,166.99,0.006658,0.134584,ok
OddEven,16,uniform,0.02,2024,462.207,224.124,168.953,0.006723,0.135713,ok
OddEven,16,uniform,0.02,314,424.081,227.714,173.501,0.006545,0.132285,ok
OddEven,16,uniform,0.01,314,360.109,222.192,168.726,0.006924,0.13929,ok
OddEven,16,uniform,0.02,17,427.903,223.564,168.759,0.006395,0.129209,ok
OddEven,16,uniform,0.04,1337,638.112,230.783,176.326,0.006012,0.121777,ok
OddEven,16,uniform,0.04,2024,681.52,237.948,182.482,0.006533,0.132301,ok
OddEven,16,uniform,0.04,42,669.409,238.159,183.482,0.006391,0.129258,ok
OddEven,16,uniform,0.04,314,636.244,235.7,179.942,0.006273,0.126387,ok
OddEven,16,uniform,0.04,17,633.365,220.762,167.662,0.006449,0.130135,ok
OddEven,16,hotspot,0.005,42,708.959,629.867,545.808,0.000191,0.003887,ok
OddEven,16,hotspot,0.005,1337,749.598,668.495,576.16,0.000189,0.003861,ok
OddEven,16,hotspot,0.005,2024,677.938,580.825,486.658,0.000189,0.003859,ok
OddEven,16,hotspot,0.005,314,741.01,669.784,567.949,0.000189,0.003873,ok
OddEven,16,hotspot,0.005,17,748.625,673.802,582.629,0.000188,0.003852,ok
OddEven,16,hotspot,0.01,42,771.639,585.371,482.582,0.000189,0.003887,ok
OddEven,16,hotspot,0.01,1337,804.649,643.031,541.556,0.000189,0.003865,ok
OddEven,16,hotspot,0.01,2024,755.247,612.196,519.39,0.000189,0.003877,ok
OddEven,16,hotspot,0.01,314,793.753,669.299,575.94,0.000189,0.00385,ok
OddEven,16,hotspot,0.01,17,841.856,672.041,563.03,0.000189,0.003885,ok
OddEven,16,uniform,0.08,1337,794.93,239.817,183.01,0.006434,0.129832,ok
OddEven,16,hotspot,0.02,42,918.684,648.684,533.076,0.000191,0.003887,ok
OddEven,16,uniform,0.08,42,778.211,237.135,182.662,0.006377,0.128865,ok
OddEven,16,uniform,0.08,2024,822.126,231.917,177.287,0.006773,0.137023,ok
OddEven,16,uniform,0.08,314,797.192,239.605,183.2,0.006457,0.130635,ok
OddEven,16,hotspot,0.02,1337,913.265,645.633,544.31,0.000191,0.003871,ok
OddEven,16,uniform,0.08,17,773.682,229.742,175.754,0.006328,0.127568,ok
OddEven,16,hotspot,0.02,2024,919.449,651.612,543.554,0.000191,0.003871,ok
OddEven,16,hotspot,0.02,314,917.485,671.062,554.914,0.000189,0.003873,ok
OddEven,16,hotspot,0.04,42,944.959,655.071,553.291,0.000191,0.003889,ok
OddEven,16,hotspot,0.02,17,890.582,634.316,556.421,0.000191,0.003893,ok
OddEven,16,hotspot,0.04,1337,943.833,655.771,579.864,0.000188,0.003869,ok
OddEven,16,hotspot,0.04,2024,923.817,612.172,532.668,0.000182,0.003779,ok
OddEven,16,hotspot,0.04,314,966.0,683.276,594.218,0.000191,0.003879,ok
OddEven,16,hotspot,0.04,17,906.546,618.041,520.297,0.000189,0.003891,ok
OddEven,16,hotspot,0.08,42,990.536,639.381,541.744,0.000189,0.003791,ok
OddEven,16,hotspot,0.08,1337,984.551,653.837,556.414,0.000191,0.003881,ok
OddEven,16,hotspot,0.08,2024,1000.67,668.408,555.015,0.000191,0.003881,ok
OddEven,16,hotspot,0.08,314,986.515,640.113,539.753,0.000189,0.003887,ok
OddEven,16,hotspot,0.08,17,969.557,658.649,559.166,0.000189,0.003895,ok
OddEven,16,transpose,0.005,42,217.614,189.63,139.522,0.002928,0.059605,ok
OddEven,16,transpose,0.005,1337,226.464,199.715,148.411,0.002957,0.059986,ok
OddEven,16,transpose,0.005,2024,214.67,190.172,139.686,0.002891,0.058785,ok
OddEven,16,transpose,0.005,314,207.96,185.851,135.329,0.002984,0.060617,ok
OddEven,16,transpose,0.005,17,220.316,196.736,145.591,0.002895,0.058812,ok
OddEven,16,transpose,0.01,42,270.292,184.562,130.762,0.003648,0.07394,ok
OddEven,16,transpose,0.01,2024,267.826,182.51,131.171,0.003723,0.075631,ok
OddEven,16,transpose,0.01,1337,265.551,186.818,132.763,0.003717,0.075389,ok
OddEven,16,transpose,0.01,314,260.882,182.62,128.199,0.003732,0.075525,ok
OddEven,16,transpose,0.01,17,256.717,181.34,128.282,0.003715,0.07532,ok
OddEven,16,transpose,0.02,42,336.651,163.67,112.925,0.005002,0.101428,ok
OddEven,16,transpose,0.02,1337,321.092,161.832,111.625,0.004938,0.10016,ok
OddEven,16,transpose,0.02,2024,330.896,160.342,109.744,0.005111,0.103816,ok
OddEven,16,transpose,0.02,314,325.39,161.25,110.987,0.004936,0.100113,ok
OddEven,16,transpose,0.02,17,329.135,159.726,110.156,0.004982,0.101004,ok
OddEven,16,transpose,0.04,42,435.631,137.703,92.972,0.006533,0.132275,ok
OddEven,16,transpose,0.04,2024,410.757,135.613,91.3159,0.006557,0.132436,ok
OddEven,16,transpose,0.04,1337,417.608,139.572,95.1439,0.006494,0.131605,ok
DyAD,4,uniform,0.005,42,39.9585,38.8051,17.8642,0.004891,0.097953,ok
DyAD,4,uniform,0.005,1337,39.9739,39.0391,17.918,0.004797,0.096312,ok
DyAD,4,uniform,0.005,2024,41.2124,40.1078,18.637,0.004781,0.095922,ok
DyAD,4,uniform,0.005,314,38.6106,37.5389,16.897,0.005016,0.100734,ok
DyAD,4,uniform,0.005,17,39.3072,38.2516,17.6409,0.004781,0.095969,ok
OddEven,16,transpose,0.04,314,415.224,136.891,92.5582,0.006512,0.131652,ok
DyAD,4,uniform,0.01,42,44.6661,42.6116,19.3944,0.009734,0.195391,ok
DyAD,4,uniform,0.01,1337,45.9134,43.3301,19.944,0.009562,0.191703,ok
DyAD,4,uniform,0.01,2024,44.8091,42.3067,19.4228,0.009562,0.191891,ok
DyAD,4,uniform,0.01,314,45.5859,42.225,19.3294,0.009969,0.200922,ok
DyAD,4,uniform,0.01,17,44.9107,42.7873,19.7874,0.009625,0.193438,ok
OddEven,16,transpose,0.04,17,413.962,129.249,86.9606,0.006713,0.135705,ok
OddEven,16,transpose,0.08,42,632.116,125.228,83.5073,0.007324,0.148049,ok
DyAD,4,uniform,0.02,1337,64.3415,54.683,25.4189,0.019141,0.384672,ok
DyAD,4,uniform,0.02,42,63.8389,54.1278,25.3654,0.019656,0.395625,ok
DyAD,4,uniform,0.02,2024,75.1516,59.1384,27.706,0.02,0.402047,ok
DyAD,4,uniform,0.02,314,66.9351,55.0553,25.7678,0.019391,0.390547,ok
DyAD,4,uniform,0.02,17,66.9078,55.983,26.1198,0.019234,0.386859,ok
DyAD,4,uniform,0.04,42,432.461,81.4273,41.7502,0.030969,0.6235,ok
OddEven,16,transpose,0.08,1337,619.258,128.783,86.2648,0.007287,0.147555,ok
OddEven,16,transpose,0.08,2024,637.546,125.79,83.9518,0.007266,0.147213,ok
DyAD,4,uniform,0.04,2024,492.017,81.145,41.774,0.030703,0.619359,ok
DyAD,4,uniform,0.04,1337,411.264,79.912,40.5627,0.031062,0.626328,ok
DyAD,4,uniform,0.04,314,465.288,79.5122,40.3543,0.030812,0.620953,ok
DyAD,4,uniform,0.08,1337,612.531,81.9766,41.724,0.030687,0.623844,ok
DyAD,4,uniform,0.08,42,614.331,79.4039,40.0444,0.031719,0.642969,ok
DyAD,4,uniform,0.04,17,430.255,80.1035,40.6341,0.030797,0.619656,ok
DyAD,4,hotspot,0.005,1337,295.837,254.418,190.425,0.003063,0.062,ok
DyAD,4,uniform,0.08,2024,624.345,83.5358,43.1485,0.030562,0.617969,ok
DyAD,4,hotspot,0.005,42,516.168,374.33,295.429,0.003078,0.062156,ok
DyAD,4,hotspot,0.005,2024,395.68,305.144,240.831,0.003031,0.062156,ok
DyAD,4,hotspot,0.005,314,376.643,316.429,244.576,0.003063,0.061969,ok
DyAD,4,uniform,0.08,17,652.248,83.3371,43.2805,0.030406,0.615469,ok
DyAD,4,hotspot,0.01,1337,515.351,388.258,313.514,0.003031,0.062,ok
DyAD,4,hotspot,0.01,2024,519.268,384.948,306.873,0.003031,0.062156,ok
DyAD,4,hotspot,0.01,42,603.582,395.388,310.297,0.003063,0.061937,ok
DyAD,4,hotspot,0.005,17,380.411,310.162,247.07,0.003078,0.062203,ok
DyAD,4,uniform,0.08,314,626.155,80.5362,40.7464,0.031469,0.636344,ok
DyAD,4,hotspot,0.02,42,750.908,419.378,330.87,0.003063,0.062,ok
OddEven,16,transpose,0.08,314,626.746,126.996,84.7104,0.007295,0.147457,ok
DyAD,4,hotspot,0.01,314,541.255,366.745,281.957,0.003063,0.062,ok
DyAD,4,hotspot,0.01,17,475.495,373.103,308.71,0.003031,0.061906,ok
DyAD,4,hotspot,0.02,1337,793.163,448.571,356.807,0.003063,0.06225,ok
DyAD,4,hotspot,0.02,2024,720.485,409.134,317.602,0.003031,0.062062,ok
DyAD,4,hotspot,0.02,17,658.0,408.092,318.436,0.003063,0.061906,ok
DyAD,4,hotspot,0.02,314,747.072,452.474,365.502,0.003031,0.062,ok
DyAD,4,hotspot,0.04,1337,903.031,440.041,347.473,0.003063,0.062312,ok
DyAD,4,hotspot,0.04,42,877.531,445.745,351.438,0.003063,0.062,ok
DyAD,4,hotspot,0.04,2024,886.557,437.361,354.21,0.003031,0.062062,ok
DyAD,4,hotspot,0.04,17,894.296,480.48,374.229,0.003063,0.062,ok
DyAD,4,hotspot,0.08,42,946.153,452.01,366.697,0.003063,0.062125,ok
DyAD,4,hotspot,0.08,1337,945.072,442.732,358.41,0.003031,0.062312,ok
DyAD,4,hotspot,0.08,314,921.34,451.34,367.776,0.003031,0.06225,ok
DyAD,4,hotspot,0.04,314,868.887,422.907,333.645,0.003031,0.061781,ok
DyAD,4,hotspot,0.08,17,957.408,449.092,355.587,0.003063,0.062312,ok
DyAD,4,hotspot,0.08,2024,941.316,421.765,334.906,0.003063,0.06225,ok
DyAD,4,transpose,0.005,42,35.9073,34.9105,15.8185,0.004891,0.098078,ok
DyAD,4,transpose,0.005,17,36.7647,35.7451,16.2231,0.004781,0.096016,ok
DyAD,4,transpose,0.005,1337,36.6732,36.0229,16.6404,0.004781,0.096172,ok
DyAD,4,transpose,0.005,314,36.3614,35.3583,15.9939,0.005016,0.101094,ok
DyAD,4,transpose,0.005,2024,35.4935,34.7451,15.6953,0.004781,0.095906,ok
DyAD,4,transpose,0.01,1337,39.292,36.9641,16.9303,0.009578,0.191812,ok
DyAD,4,transpose,0.01,42,40.4807,37.717,17.3823,0.009719,0.195297,ok
DyAD,4,transpose,0.01,2024,38.6721,36.4323,16.5949,0.009578,0.192328,ok
DyAD,4,transpose,0.01,17,38.6661,36.5932,16.7606,0.009641,0.193484,ok
DyAD,4,transpose,0.01,314,37.8956,35.8832,16.1753,0.010016,0.201547,ok
OddEven,16,transpose,0.08,17,622.732,128.261,86.4287,0.007299,0.147588,ok
DyAD,4,transpose,0.02,1337,48.5227,39.3847,17.8396,0.019203,0.385219,ok
DyAD,4,transpose,0.02,42,49.044,40.1728,18.2969,0.019844,0.397594,ok
DyAD,4,transpose,0.02,17,50.2037,40.5408,18.5025,0.01925,0.386203,ok
DyAD,4,transpose,0.02,314,53.7702,42.1628,19.3005,0.019469,0.391141,ok
DyAD,4,transpose,0.02,2024,56.9557,43.2673,19.9033,0.019938,0.400187,ok
DyAD,4,transpose,0.08,42,449.075,41.1375,18.1248,0.042719,0.860594,ok
DyAD,4,transpose,0.08,1337,419.184,41.1418,18.131,0.042969,0.863875,ok
DyAD,4,transpose,0.08,2024,433.781,41.299,18.2154,0.042531,0.856156,ok
DyAD,4,transpose,0.08,314,426.699,41.2099,18.1767,0.042875,0.862531,ok
DyAD,4,transpose,0.04,1337,330.267,48.3767,19.6241,0.035547,0.712719,ok
DyAD,4,transpose,0.04,314,337.253,47.2006,19.4778,0.035609,0.714266,ok
DyAD,4,transpose,0.04,42,411.776,49.1819,19.533,0.035516,0.712734,ok
DyAD,4,transpose,0.08,17,436.362,41.0854,18.1134,0.042813,0.861062,ok
DyAD,4,transpose,0.04,17,195.474,43.5772,19.5362,0.035437,0.711125,ok
DyAD,4,transpose,0.04,2024,364.839,47.8871,19.4722,0.035719,0.716812,ok
DyAD,8,uniform,0.005,1337,56.2444,54.9712,30.9423,0.004871,0.097617,ok
DyAD,8,uniform,0.005,42,56.3142,55.1393,31.3195,0.00482,0.096984,ok
DyAD,8,uniform,0.005,2024,54.8847,53.7266,30.0517,0.00484,0.097312,ok
DyAD,8,uniform,0.005,314,55.8071,54.63,30.8361,0.004938,0.09898,ok
DyAD,8,uniform,0.005,17,56.218,54.827,31.0887,0.004695,0.094301,ok
DyAD,8,uniform,0.01,2024,72.1681,68.5429,37.784,0.009879,0.198398,ok
DyAD,8,uniform,0.01,1337,71.6053,68.0206,37.7142,0.009492,0.190754,ok
DyAD,8,uniform,0.01,42,71.3819,68.2692,37.7554,0.009801,0.197195,ok
DyAD,8,uniform,0.01,17,71.4088,67.7195,37.1745,0.009527,0.191441,ok
DyAD,8,uniform,0.01,314,72.5014,68.1258,37.8085,0.009824,0.197809,ok
DyAD,8,uniform,0.04,42,496.632,157.117,111.258,0.014188,0.285164,ok
DyAD,8,uniform,0.04,1337,547.202,149.068,101.106,0.017422,0.353336,ok
DyAD,8,uniform,0.04,2024,528.475,151.609,103.239,0.017422,0.35318,ok
DyAD,8,uniform,0.02,2024,414.844,144.536,97.7065,0.016641,0.334758,ok
DyAD,8,uniform,0.04,314,538.697,157.106,109.104,0.016336,0.331078,ok
DyAD,8,uniform,0.02,42,324.411,137.43,91.1039,0.017043,0.343094,ok
DyAD,8,uniform,0.08,1337,759.654,155.891,107.911,0.017148,0.347898,ok
DyAD,8,uniform,0.08,42,736.926,151.021,103.601,0.016828,0.340891,ok
DyAD,8,uniform,0.04,17,503.916,145.349,98.1189,0.0175,0.354063,ok
DyAD,8,hotspot,0.005,42,597.0,550.928,458.91,0.000758,0.015531,ok
DyAD,8,hotspot,0.005,1337,632.857,574.776,491.191,0.000766,0.015461,ok
DyAD,8,hotspot,0.005,2024,576.505,512.742,432.649,0.000758,0.015453,ok
DyAD,8,uniform,0.08,2024,800.07,154.883,105.943,0.017297,0.352055,ok
DyAD,8,hotspot,0.005,314,624.804,559.948,470.759,0.000758,0.0155,ok
DyAD,8,hotspot,0.005,17,601.102,543.806,454.49,0.000766,0.015445,ok
DyAD,8,hotspot,0.01,42,642.011,542.903,457.871,0.000727,0.01507,ok
DyAD,8,uniform,0.02,1337,357.031,131.248,91.0817,0.017105,0.345012,ok
DyAD,8,hotspot,0.01,1337,812.48,608.878,510.808,0.000766,0.015508,ok
DyAD,8,uniform,0.08,314,766.567,154.052,105.397,0.017898,0.362164,ok
DyAD,8,hotspot,0.01,2024,725.561,606.367,521.61,0.000766,0.015453,ok
DyAD,8,uniform,0.02,17,318.62,137.805,91.8876,0.016609,0.335098,ok
DyAD,8,uniform,0.08,17,759.336,152.956,105.094,0.017219,0.349344,ok
DyAD,8,hotspot,0.01,17,761.784,597.979,489.018,0.000758,0.015469,ok
DyAD,8,hotspot,0.02,42,822.691,629.278,537.626,0.000758,0.015391,ok
DyAD,8,uniform,0.02,314,349.626,136.987,97.9319,0.017293,0.348379,ok
DyAD,8,hotspot,0.01,314,748.698,577.75,492.36,0.00075,0.015461,ok
DyAD,8,hotspot,0.02,1337,859.429,653.204,546.408,0.000766,0.015578,ok
DyAD,8,hotspot,0.02,2024,870.224,607.847,512.646,0.000766,0.015516,ok
DyAD,8,hotspot,0.02,314,841.104,633.198,527.017,0.00075,0.015492,ok
DyAD,8,hotspot,0.02,17,846.66,643.979,531.543,0.000758,0.015445,ok
DyAD,8,hotspot,0.04,2024,957.639,618.206,517.055,0.000758,0.015516,ok
DyAD,8,hotspot,0.04,1337,934.112,607.582,522.814,0.000766,0.015578,ok
DyAD,8,hotspot,0.04,42,934.562,617.958,543.464,0.00075,0.015531,ok
DyAD,8,hotspot,0.04,314,932.306,620.429,510.673,0.000766,0.015555,ok
DyAD,8,hotspot,0.08,1337,972.611,619.779,521.116,0.000742,0.01525,ok
DyAD,8,hotspot,0.08,2024,983.806,630.439,516.375,0.000766,0.015531,ok
DyAD,8,hotspot,0.08,42,981.561,551.01,458.602,0.000766,0.015531,ok
DyAD,8,hotspot,0.04,17,949.704,635.878,521.328,0.000766,0.015453,ok
DyAD,8,hotspot,0.08,17,962.34,660.299,551.133,0.000758,0.015578,ok
DyAD,8,hotspot,0.08,314,993.969,655.398,549.832,0.000766,0.015523,ok
DyAD,8,transpose,0.005,42,54.1871,52.8323,29.9041,0.004844,0.097082,ok
DyAD,8,transpose,0.005,1337,54.5488,53.2704,30.2927,0.004879,0.097641,ok
DyAD,8,transpose,0.005,17,53.8087,52.4359,30.1142,0.004691,0.094191,ok
DyAD,8,transpose,0.005,2024,54.8729,53.605,30.61,0.004855,0.097176,ok
DyAD,8,transpose,0.005,314,54.7012,53.3534,30.3091,0.004941,0.09918,ok
DyAD,8,transpose,0.01,42,87.9277,76.1095,44.8905,0.00973,0.195813,ok
DyAD,8,transpose,0.01,2024,85.3834,73.16,43.3689,0.009801,0.196898,ok
DyAD,8,transpose,0.01,1337,82.988,74.5516,44.2408,0.00941,0.189141,ok
DyAD,8,transpose,0.01,17,85.833,74.2113,42.8278,0.009484,0.190656,ok
DyAD,8,transpose,0.01,314,94.633,79.8758,48.1537,0.009742,0.195922,ok
DyAD,8,transpose,0.04,42,432.853,111.2,66.094,0.018875,0.383102,ok
DyAD,8,transpose,0.02,42,368.214,117.627,71.8553,0.015605,0.314449,ok
DyAD,8,transpose,0.02,1337,337.203,116.188,70.7842,0.015625,0.314887,ok
DyAD,8,transpose,0.02,2024,379.64,117.787,71.5793,0.015813,0.318613,ok
DyAD,8,transpose,0.04,1337,425.898,111.676,66.2166,0.019062,0.385891,ok
DyAD,8,transpose,0.04,2024,436.127,111.826,66.5766,0.01893,0.383633,ok
DyAD,8,transpose,0.02,314,367.766,118.284,72.6596,0.015266,0.307648,ok
DyAD,8,transpose,0.08,42,675.64,106.178,62.4858,0.020555,0.416203,ok
DyAD,8,transpose,0.02,17,344.072,115.951,70.5694,0.015633,0.315148,ok
DyAD,8,transpose,0.04,17,426.547,110.265,65.2348,0.019094,0.387133,ok
DyAD,8,transpose,0.04,314,424.038,111.213,66.1752,0.019031,0.385453,ok
DyAD,8,transpose,0.08,2024,657.853,107.116,63.5982,0.02043,0.414609,ok
DyAD,8,transpose,0.08,1337,664.647,106.109,62.2221,0.020563,0.416766,ok
DyAD,8,transpose,0.08,314,655.078,107.102,63.2942,0.020453,0.414828,ok
DyAD,8,transpose,0.08,17,659.919,106.778,62.7839,0.020539,0.415656,ok
DyAD,16,uniform,0.005,314,94.5375,92.9265,61.1184,0.004873,0.097939,ok
DyAD,16,uniform,0.005,2024,93.2697,91.5551,60.3846,0.00478,0.096144,ok
DyAD,16,uniform,0.005,1337,95.4299,93.6771,61.623,0.004865,0.097713,ok
DyAD,16,uniform,0.005,42,93.7412,92.0189,60.6107,0.004858,0.097834,ok
DyAD,16,uniform,0.005,17,94.5162,92.9436,61.4339,0.004829,0.097313,ok
DyAD,16,uniform,0.02,1337,417.739,261.918,210.961,0.006133,0.122969,ok
DyAD,16,uniform,0.01,42,311.141,227.319,178.383,0.007034,0.140722,ok
DyAD,16,uniform,0.01,2024,276.105,211.974,163.636,0.006605,0.132119,ok
DyAD,16,uniform,0.02,42,514.092,292.972,238.322,0.007502,0.151393,ok
DyAD,16,uniform,0.02,2024,518.306,303.975,248.984,0.007352,0.148797,ok
DyAD,16,uniform,0.01,1337,293.564,221.883,173.354,0.007646,0.153338,ok
DyAD,16,uniform,0.01,17,316.97,234.302,185.824,0.007324,0.14694,ok
DyAD,16,uniform,0.02,314,469.215,285.913,233.047,0.006633,0.133098,ok
DyAD,16,uniform,0.02,17,505.556,288.73,233.96,0.007707,0.155418,ok
DyAD,16,uniform,0.04,1337,708.665,314.439,257.607,0.007,0.141076,ok
DyAD,16,uniform,0.04,42,707.619,316.011,258.85,0.007348,0.14799,ok
DyAD,16,uniform,0.04,2024,711.327,316.14,258.708,0.007301,0.146963,ok
DyAD,16,uniform,0.04,314,732.726,311.564,253.29,0.008018,0.162207,ok
DyAD,16,uniform,0.01,314,325.797,237.399,186.562,0.008395,0.168998,ok
DyAD,16,hotspot,0.005,42,710.753,638.0,550.334,0.000189,0.003887,ok
DyAD,16,hotspot,0.005,1337,636.66,538.052,449.797,0.000189,0.003857,ok
DyAD,16,hotspot,0.005,2024,692.969,608.938,543.079,0.000189,0.003859,ok
DyAD,16,uniform,0.04,17,621.334,292.139,238.125,0.006482,0.129992,ok
DyAD,16,hotspot,0.005,314,701.194,649.082,566.325,0.000191,0.003873,ok
DyAD,16,hotspot,0.005,17,692.408,613.786,525.846,0.000191,0.003852,ok
DyAD,16,uniform,0.08,42,828.824,321.101,262.687,0.007488,0.151027,ok
DyAD,16,hotspot,0.01,42,827.031,685.784,586.485,0.000189,0.003887,ok
DyAD,16,hotspot,0.01,1337,751.423,619.381,529.184,0.000189,0.003865,ok
DyAD,16,uniform,0.08,1337,697.704,306.683,251.733,0.005883,0.117848,ok
DyAD,16,hotspot,0.01,2024,825.796,615.724,517.798,0.000191,0.003875,ok
DyAD,16,uniform,0.08,17,735.78,302.688,245.542,0.006504,0.130396,ok
DyAD,16,uniform,0.08,314,728.248,301.46,246.375,0.006453,0.129107,ok
DyAD,16,uniform,0.08,2024,821.132,339.017,279.985,0.007098,0.142771,ok
DyAD,16,hotspot,0.01,17,790.439,618.765,518.193,0.000191,0.003885,ok
DyAD,16,hotspot,0.01,314,845.072,691.103,589.889,0.000189,0.003861,ok
DyAD,16,hotspot,0.02,42,911.394,671.606,570.233,0.000193,0.003887,ok
DyAD,16,hotspot,0.02,1337,907.959,649.837,537.138,0.000191,0.003871,ok
DyAD,16,hotspot,0.02,2024,903.102,670.816,554.935,0.000191,0.003877,ok
DyAD,16,hotspot,0.02,314,909.633,620.173,528.587,0.000191,0.003873,ok
DyAD,16,hotspot,0.02,17,892.5,670.0,563.472,0.000191,0.003893,ok
DyAD,16,hotspot,0.04,42,954.929,691.357,577.07,0.000191,0.003889,ok
DyAD,16,hotspot,0.04,1337,955.781,667.458,572.724,0.000188,0.003869,ok
DyAD,16,hotspot,0.04,2024,921.935,618.344,515.504,0.000182,0.003779,ok
DyAD,16,hotspot,0.04,314,945.865,661.469,584.946,0.000188,0.003879,ok
DyAD,16,hotspot,0.04,17,943.948,681.371,591.362,0.000189,0.003891,ok
DyAD,16,hotspot,0.08,42,996.381,675.515,562.579,0.000189,0.003791,ok
DyAD,16,hotspot,0.08,2024,999.469,709.969,596.095,0.000191,0.003881,ok
DyAD,16,hotspot,0.08,1337,997.612,701.796,584.329,0.000191,0.003881,ok
DyAD,16,hotspot,0.08,314,968.179,646.968,563.764,0.000186,0.003783,ok
